Date,Open,High,Low,Close,Volume
2019-07-01,11972.71875,12006.0751953125,10874.96484375,11450.8466796875,90219842826
2019-07-08,11446.5966796875,13129.529296875,10234.576171875,10256.05859375,180936684097
2019-07-15,10257.8388671875,11052.7666015625,9163.134765625,10599.10546875,157356814406
2019-07-22,10596.9482421875,10651.791015625,9252.296875,9552.8603515625,112459229432
2019-07-29,9548.1787109375,11009.20703125,9437.3359375,10970.1845703125,110790788891
2019-08-05,10960.7353515625,12273.8212890625,10960.7353515625,11523.5791015625,141427393788
2019-08-12,11528.189453125,11528.189453125,9675.31640625,10345.810546875,120224711798
2019-08-19,10350.283203125,10947.0419921875,9831.462890625,10138.517578125,112893851548
2019-08-26,10126.2998046875,10512.328125,9421.6298828125,9757.970703125,104346358671
2019-09-02,9757.4736328125,10898.76171875,9730.650390625,10441.2763671875,116441433312
2019-09-09,10443.228515625,10450.3115234375,9980.7763671875,10347.712890625,102876391724
2019-09-16,10347.22265625,10386.8671875,9851.6923828125,10070.392578125,107930839412
2019-09-23,10067.962890625,10074.23828125,7895.62939453125,8104.185546875,124735468740
2019-09-30,8104.2265625,8497.6923828125,7830.7587890625,7988.15576171875,97716137179
2019-10-07,7989.12060546875,8721.7802734375,7905.76611328125,8321.005859375,118550918408
2019-10-14,8320.83203125,8410.71484375,7902.1640625,8222.078125,105710167423
2019-10-21,8225.115234375,10021.744140625,7446.98876953125,9551.71484375,176678165128
2019-10-28,9565.1015625,9805.1181640625,9028.7177734375,9235.3544921875,180364809056
2019-11-04,9235.607421875,9505.0517578125,8775.5341796875,9055.5263671875,160702732609
2019-11-11,9056.91796875,9081.279296875,8473.9736328125,8577.9755859375,134166660428
2019-11-18,8573.98046875,8653.2802734375,6936.70654296875,7047.9169921875,171626385789
2019-11-25,7039.97705078125,7836.10205078125,6617.1669921875,7424.29248046875,162444865040
2019-12-02,7424.0361328125,7743.431640625,7170.9228515625,7564.34521484375,121327747581
2019-12-09,7561.79541015625,7618.091796875,6924.3759765625,7152.3017578125,122542519854
2019-12-16,7153.6630859375,7518.033203125,6540.04931640625,7511.5888671875,165399102665
2019-12-23,7508.90234375,7656.17626953125,7189.93408203125,7422.65283203125,161758217053
2019-12-30,7420.27294921875,7544.4970703125,6914.99609375,7411.3173828125,149690652648
2020-01-06,7410.4521484375,8396.73828125,7409.29296875,8192.494140625,184901289966
2020-01-13,8189.77197265625,9164.3623046875,8079.70068359375,8706.2451171875,241668743794
2020-01-20,8704.6318359375,8792.994140625,8266.8408203125,8596.830078125,165113602391
2020-01-27,8597.30859375,9553.1259765625,8597.30859375,9344.365234375,212298356923
2020-02-03,9344.68359375,10129.435546875,9112.8115234375,10116.673828125,239180811399
2020-02-10,10115.5595703125,10457.626953125,9722.38671875,9934.43359375,300413081965
2020-02-17,9936.560546875,10191.67578125,9507.6376953125,9924.515625,303140360741
2020-02-24,9921.5830078125,9951.74609375,8471.212890625,8562.4541015625,299233009521
2020-03-02,8563.2646484375,9167.6953125,8105.2529296875,8108.1162109375,276706069337
2020-03-09,8111.146484375,8177.79345703125,4106.98095703125,5392.31494140625,326123224372
2020-03-16,5385.2294921875,6844.26171875,4575.35791015625,5830.2548828125,309907233901
2020-03-23,5831.37451171875,6892.51123046875,5785.00439453125,5922.04296875,272468247401
2020-03-30,5925.53857421875,7088.24755859375,5903.234375,6791.12939453125,259568096070
2020-04-06,6788.0498046875,7427.939453125,6782.8896484375,6971.091796875,274123270580
2020-04-13,6965.61669921875,7280.52197265625,6555.50439453125,7189.4248046875,215559694708
2020-04-20,7186.87353515625,7700.59423828125,6834.4423828125,7679.8671875,247735013853
2020-04-27,7679.4189453125,9440.650390625,7679.4189453125,8897.46875,327820350244
2020-05-04,8895.7451171875,9996.7431640625,8395.107421875,8756.4306640625,361023995652
2020-05-11,8755.53515625,9823.001953125,8374.3232421875,9670.7392578125,325655447393
2020-05-18,9675.6953125,9906.0302734375,8787.2509765625,8790.3681640625,247011272897
2020-05-25,8786.107421875,9704.0302734375,8719.66796875,9461.05859375,221372861711
2020-06-01,9463.60546875,10199.5654296875,9450.8994140625,9758.8525390625,194228716225
2020-06-08,9760.0634765625,9938.2978515625,9263.0693359375,9386.7880859375,160324519712
2020-06-15,9386.03515625,9579.4306640625,8990.17578125,9303.6298828125,138300100692
2020-06-22,9300.9150390625,9680.3671875,8975.525390625,9143.58203125,125863637229
2020-06-29,9140.029296875,9309.7548828125,8977.015625,9073.9423828125,102779717630
2020-07-06,9072.849609375,9450.3359375,9058.6640625,9276.5,113994286210
2020-07-13,9277.205078125,9306.4052734375,9088.947265625,9185.8173828125,106299733734
2020-07-20,9187.220703125,10023.8076171875,9137.509765625,9905.1669921875,120174678243
2020-07-27,9905.2177734375,12034.14453125,9903.9697265625,11053.6142578125,188247005753
2020-08-03,11043.7685546875,11902.3359375,11012.4150390625,11675.7392578125,147527884833
2020-08-10,11662.2568359375,12150.994140625,11195.708984375,11892.8037109375,173916901671
2020-08-17,11895.658203125,12359.056640625,11448.8056640625,11664.84765625,161417688724
2020-08-24,11663.689453125,11807.6318359375,11185.94140625,11711.505859375,149742951013
2020-08-31,11713.306640625,12067.0810546875,9946.67578125,10280.3515625,221515306287
2020-09-07,10280.998046875,10578.837890625,9916.4931640625,10323.755859375,264126813725
2020-09-14,10328.734375,11134.0927734375,10266.0087890625,10938.271484375,210690462551
2020-09-21,10934.92578125,10988.3046875,10185.7744140625,10774.4267578125,155865499950
2020-09-28,10771.6416015625,10949.123046875,10440.3115234375,10684.4287109375,148886727612
2020-10-05,10688.0341796875,11442.2109375,10565.197265625,11384.181640625,124093265630
2020-10-12,11429.0478515625,11569.9140625,11223.0126953125,11483.359375,111639885063
2020-10-19,11495.0380859375,13329.18359375,11408.2900390625,13031.173828125,210845277262
2020-10-26,13031.201171875,14028.2138671875,12822.3828125,13737.109375,240919962782
2020-11-02,13737.0322265625,15903.4375,13243.16015625,15479.5673828125,238108964192
2020-11-09,15479.595703125,16463.177734375,14865.529296875,15955.587890625,206407256877
2020-11-16,15955.5771484375,18936.62109375,15880.7060546875,18370.001953125,274506990351
2020-11-23,18370.017578125,19390.96484375,16351.03515625,18177.484375,301939363508
2020-11-30,18178.322265625,19845.974609375,18178.322265625,19345.12109375,253088772491
2020-12-07,19343.12890625,19411.828125,17619.533203125,19142.3828125,193678842258
2020-12-14,19144.4921875,24209.66015625,19012.708984375,23477.294921875,281723269352
2020-12-21,23474.455078125,28288.83984375,22159.3671875,26272.294921875,339132207025
2020-12-28,26280.822265625,34608.55859375,25987.298828125,32782.0234375,379626054545
2021-01-04,32810.94921875,41946.73828125,28722.755859375,38356.44140625,538834804975
2021-01-11,38346.53125,39966.40625,30549.599609375,35791.27734375,508900951412
2021-01-18,35792.23828125,37755.890625,28953.373046875,32289.37890625,423439379849
2021-01-25,32285.798828125,38406.26171875,29367.138671875,33114.359375,497468344671
2021-02-01,33114.578125,40846.546875,32384.228515625,38903.44140625,449918619842
2021-02-08,38886.828125,49487.640625,38076.32421875,48717.2890625,580021243858
2021-02-15,48696.53515625,58330.5703125,46347.4765625,57539.9453125,470533297170
2021-02-22,57532.73828125,57533.390625,43241.6171875,45137.76953125,766679775805
