Date,Open,High,Low,Close,Volume
2021-01-01,737.7083740234375,1282.57958984375,718.1094970703125,1225.6781005859375,262243098917
2021-01-08,1225.9678955078125,1347.9261474609375,924.922607421875,1218.4530029296875,279933810796
2021-01-15,1221.877197265625,1432.300048828125,1090.7210693359375,1121.5709228515625,263279198699
2021-01-22,1118.8890380859375,1467.784912109375,1046.5965576171875,1298.101806640625,271913991927
2021-01-29,1369.0867919921875,1689.1866455078125,1274.3577880859375,1594.7626953125,270346635030
2021-02-05,1594.7933349609375,1826.69677734375,1501.750244140625,1783.7979736328125,290002082617
2021-02-12,1783.4891357421875,1949.9034423828125,1683.9066162109375,1937.44921875,242139938123
2021-02-19,1938.85986328125,2036.2864990234375,1378.8409423828125,1475.7037353515625,234841646231
2021-02-26,1478.6533203125,1650.360595703125,1300.47216796875,1541.914306640625,171952534959
2021-03-05,1541.541748046875,1873.80322265625,1450.891357421875,1826.1949462890625,167882886472
2021-03-12,1826.5467529296875,1937.6455078125,1705.716064453125,1782.8551025390625,164645111250
2021-03-19,1782.5687255859375,1874.708984375,1560.3704833984375,1595.3592529296875,173380291568
2021-03-26,1595.2100830078125,1989.0550537109375,1594.7366943359375,1977.27685546875,163700781863
2021-04-02,1976.9327392578125,2152.451904296875,1945.442138671875,2088.57373046875,212422017310
2021-04-09,2088.772216796875,2544.267333984375,2055.163330078125,2519.1162109375,183594561186
2021-04-16,2516.601806640625,2641.094970703125,2011.766845703125,2403.53515625,285212216605
2021-04-23,2401.25634765625,2797.972412109375,2117.03955078125,2756.876953125,253413970096
2021-04-30,2757.734130859375,3598.89599609375,2728.169921875,3490.88037109375,290746326749
2021-05-07,3490.105224609375,4362.3505859375,3370.261962890625,3715.1484375,403177145665
2021-05-14,3720.122314453125,4171.01708984375,1952.460205078125,2784.294189453125,384528069148
2021-05-21,2772.34130859375,2938.205078125,1737.46875,2736.488525390625,330998586738
2021-05-28,2742.468994140625,2891.2548828125,2188.83447265625,2855.12646484375,215781535454
2021-06-04,2857.16552734375,2857.16552734375,2315.546630859375,2471.5185546875,227321460380
2021-06-11,2472.85888671875,2639.229248046875,2265.758056640625,2372.001953125,179593288891
2021-06-18,2374.5869140625,2377.195068359375,1707.6005859375,1988.456298828125,182028534232
2021-06-25,1989.2158203125,2282.989013671875,1719.5594482421875,2113.60546875,168516837422
2021-07-02,2109.892578125,2155.596435546875,2021.8248291015625,2150.040283203125,31796212554
2021-07-03,2160.565673828125,2214.87060546875,2120.02001953125,2211.413818359375,18658375680
